,../log-simple-client1-h2,../log-simple-client1-h3,../log-single-client1-h2,../log-single-client1-h3,../log-simple-reverse1-h2,../log-simple-reverse1-h3,../log-single-reverse1-h2,../log-single-reverse1-h3
763,37.0,41.0,1565,1435.0,40.0,36.0,1527.0,1438.0
764,40.0,40.0,1507,1433.0,39.0,41.0,1531.0,1437.0
765,40.0,41.0,1545,1437.0,41.0,41.0,1467.0,1438.0
766,40.0,43.0,1509,1436.0,40.0,43.0,1480.0,1435.0
767,41.0,41.0,1485,1438.0,40.0,41.0,1547.0,1438.0
768,39.0,42.0,1570,1438.0,39.0,41.0,1525.0,1437.0
769,40.0,40.0,1479,1438.0,40.0,40.0,1518.0,1435.0
770,41.0,40.0,1526,1433.0,38.0,41.0,1478.0,1438.0
771,36.0,39.0,1538,1440.0,39.0,38.0,1560.0,1437.0
772,39.0,35.0,1609,1439.0,35.0,39.0,1552.0,1432.0
773,38.0,39.0,1524,1435.0,39.0,41.0,1509.0,1436.0
774,40.0,39.0,1523,1438.0,36.0,39.0,1482.0,1438.0
775,39.0,37.0,1457,1438.0,38.0,35.0,1540.0,1436.0
776,38.0,40.0,1475,1438.0,40.0,40.0,1517.0,1435.0
777,40.0,41.0,1535,1439.0,38.0,40.0,1513.0,1437.0
778,41.0,39.0,1506,1437.0,39.0,43.0,1458.0,1438.0
779,34.0,41.0,1523,1433.0,33.0,41.0,1524.0,1432.0
780,36.0,40.0,1475,1429.0,40.0,41.0,1468.0,1437.0
781,39.0,40.0,1591,1441.0,41.0,39.0,1476.0,1438.0
782,39.0,39.0,1512,1441.0,41.0,36.0,1505.0,1436.0
783,38.0,38.0,1497,1436.0,38.0,41.0,1479.0,1435.0
784,37.0,42.0,1591,1439.0,37.0,37.0,1569.0,1432.0
785,33.0,38.0,1614,1436.0,39.0,39.0,1459.0,1437.0
786,38.0,40.0,1604,1439.0,40.0,36.0,1440.0,1436.0
787,39.0,35.0,1574,1436.0,38.0,42.0,1529.0,1433.0
788,39.0,39.0,1557,1436.0,39.0,40.0,1500.0,1438.0
789,39.0,42.0,1481,1440.0,38.0,38.0,1476.0,1434.0
790,35.0,41.0,1464,1439.0,38.0,41.0,1473.0,1441.0
791,39.0,39.0,1486,1437.0,39.0,39.0,1533.0,1438.0
792,37.0,42.0,1602,1437.0,35.0,40.0,1533.0,1437.0
793,40.0,40.0,1497,1437.0,40.0,39.0,1483.0,1436.0
794,41.0,41.0,1488,1439.0,39.0,41.0,1480.0,1440.0
795,35.0,35.0,1571,1430.0,37.0,40.0,1477.0,1433.0
796,38.0,37.0,1495,1436.0,40.0,41.0,1476.0,1437.0
797,39.0,40.0,1531,1439.0,40.0,40.0,1456.0,1435.0
798,37.0,35.0,1579,1439.0,39.0,41.0,1492.0,1433.0
799,38.0,40.0,1563,1437.0,39.0,38.0,1439.0,1441.0
800,36.0,40.0,1575,1438.0,41.0,43.0,1565.0,1437.0
801,38.0,40.0,1519,1437.0,37.0,40.0,1531.0,1435.0
802,39.0,43.0,1509,1439.0,38.0,41.0,1529.0,1438.0
803,40.0,39.0,1573,1435.0,39.0,40.0,1501.0,1432.0
804,40.0,35.0,1530,1436.0,39.0,41.0,1541.0,1435.0
805,41.0,40.0,1500,1435.0,40.0,40.0,1477.0,1436.0
806,40.0,41.0,1477,1435.0,40.0,41.0,1541.0,1437.0
807,38.0,39.0,1493,1435.0,39.0,40.0,1524.0,1437.0
808,38.0,38.0,1535,1438.0,40.0,38.0,1466.0,1438.0
809,39.0,42.0,1471,1435.0,40.0,41.0,1510.0,1436.0
810,38.0,38.0,1493,1439.0,39.0,39.0,1484.0,1434.0
811,38.0,41.0,1597,1436.0,34.0,40.0,1471.0,1430.0
812,40.0,40.0,1517,1437.0,41.0,41.0,1530.0,1436.0
813,39.0,40.0,1585,1437.0,34.0,42.0,1544.0,1437.0
814,40.0,41.0,1523,1435.0,39.0,41.0,1482.0,1441.0
815,39.0,41.0,1487,1437.0,39.0,42.0,1510.0,1436.0
816,39.0,40.0,1594,1436.0,38.0,35.0,1459.0,1436.0
817,35.0,42.0,1547,1435.0,38.0,39.0,1439.0,1433.0
818,37.0,39.0,1511,1441.0,38.0,41.0,1529.0,1442.0
819,39.0,38.0,1498,1438.0,33.0,42.0,1573.0,1435.0
820,40.0,41.0,1625,1435.0,41.0,41.0,1508.0,1440.0
821,40.0,41.0,1571,1438.0,39.0,41.0,1466.0,1435.0
822,40.0,41.0,1519,1431.0,40.0,40.0,1483.0,1437.0
823,35.0,42.0,1545,1436.0,41.0,42.0,1551.0,1436.0
824,38.0,41.0,1582,1434.0,40.0,40.0,1461.0,1437.0
825,40.0,40.0,1518,1436.0,40.0,34.0,1479.0,1430.0
826,37.0,42.0,1520,1437.0,41.0,40.0,1565.0,1439.0
827,38.0,39.0,1575,1435.0,38.0,36.0,1464.0,1433.0
828,39.0,41.0,1559,1432.0,38.0,41.0,1499.0,1437.0
829,39.0,40.0,1509,1437.0,38.0,40.0,1543.0,1435.0
830,36.0,42.0,1527,1438.0,36.0,38.0,1571.0,1437.0
831,35.0,41.0,1474,1434.0,41.0,39.0,1549.0,1442.0
832,37.0,40.0,1544,1434.0,38.0,37.0,1594.0,1433.0
833,40.0,37.0,1485,1434.0,38.0,37.0,1571.0,1430.0
834,40.0,39.0,1540,1438.0,38.0,40.0,1480.0,1439.0
835,41.0,37.0,1473,1438.0,40.0,37.0,1501.0,1432.0
836,41.0,42.0,1507,1437.0,37.0,35.0,1550.0,1440.0
837,38.0,41.0,1507,1432.0,40.0,38.0,1550.0,1432.0
838,38.0,40.0,1545,1433.0,40.0,35.0,1502.0,1442.0
839,38.0,39.0,1523,1435.0,41.0,42.0,1498.0,1436.0
840,39.0,40.0,1592,1432.0,39.0,41.0,1505.0,1437.0
841,41.0,41.0,1533,1434.0,40.0,41.0,1532.0,1439.0
842,38.0,39.0,1547,1437.0,39.0,42.0,1464.0,1437.0
843,39.0,41.0,1520,1436.0,38.0,41.0,1482.0,1439.0
844,38.0,39.0,1512,1436.0,38.0,41.0,1530.0,1435.0
845,38.0,41.0,1570,1433.0,37.0,41.0,1437.0,1436.0
846,38.0,40.0,1567,1434.0,41.0,40.0,1511.0,1438.0
847,38.0,43.0,1626,1437.0,36.0,39.0,1534.0,1438.0
848,35.0,42.0,1470,1440.0,39.0,40.0,1463.0,1437.0
849,33.0,37.0,1547,1439.0,33.0,40.0,1532.0,1438.0
850,39.0,40.0,1540,1430.0,39.0,41.0,1472.0,1439.0
851,40.0,42.0,1547,1436.0,39.0,40.0,1597.0,1440.0
852,39.0,40.0,1558,1436.0,41.0,40.0,1498.0,1435.0
853,37.0,39.0,1525,1432.0,41.0,41.0,1506.0,1437.0
854,39.0,40.0,1527,1437.0,40.0,37.0,1586.0,1436.0
855,39.0,41.0,1541,1439.0,40.0,35.0,1554.0,1437.0
856,39.0,42.0,1551,1438.0,39.0,41.0,1484.0,1436.0
857,41.0,42.0,1508,1436.0,40.0,35.0,1512.0,1437.0
858,39.0,41.0,1624,1434.0,41.0,41.0,1485.0,1436.0
859,39.0,41.0,1513,1437.0,39.0,38.0,1466.0,1430.0
860,34.0,42.0,1514,1433.0,39.0,42.0,1448.0,1437.0
861,38.0,40.0,1486,1435.0,38.0,41.0,1511.0,1437.0
862,36.0,39.0,1573,1438.0,38.0,40.0,1555.0,1439.0
863,40.0,42.0,1564,1437.0,34.0,41.0,1489.0,1441.0
864,38.0,39.0,1517,1436.0,40.0,37.0,1468.0,1435.0
865,35.0,41.0,1544,1441.0,35.0,39.0,1439.0,1438.0
866,35.0,40.0,1491,1438.0,41.0,40.0,1477.0,1439.0
867,36.0,42.0,1526,1439.0,38.0,40.0,1552.0,1438.0
868,38.0,41.0,1505,1434.0,39.0,40.0,1537.0,1438.0
869,40.0,41.0,1495,1435.0,39.0,35.0,1490.0,1437.0
870,40.0,43.0,1501,1440.0,39.0,42.0,1526.0,1438.0
871,39.0,42.0,1520,1440.0,40.0,42.0,1469.0,1438.0
872,39.0,37.0,1572,1435.0,41.0,40.0,1495.0,1438.0
873,38.0,40.0,1575,1437.0,37.0,39.0,1478.0,1434.0
874,39.0,41.0,1582,1439.0,36.0,38.0,1527.0,1441.0
875,40.0,39.0,1497,1436.0,40.0,41.0,1440.0,1436.0
876,40.0,39.0,1546,1438.0,39.0,37.0,1539.0,1438.0
877,40.0,41.0,1483,1437.0,40.0,38.0,1438.0,1436.0
878,39.0,38.0,1510,1439.0,40.0,41.0,1512.0,1434.0
879,40.0,39.0,1527,1434.0,41.0,40.0,1438.0,1439.0
880,39.0,40.0,1516,1435.0,39.0,41.0,1511.0,1431.0
881,39.0,36.0,1509,1438.0,38.0,41.0,1438.0,1436.0
882,38.0,40.0,1549,1437.0,40.0,40.0,1528.0,1436.0
883,35.0,40.0,1438,1437.0,40.0,41.0,1514.0,1436.0
884,40.0,37.0,1484,1437.0,39.0,39.0,1484.0,1436.0
885,37.0,40.0,1495,1433.0,39.0,40.0,1506.0,1439.0
886,40.0,35.0,1471,1438.0,38.0,42.0,1557.0,1437.0
887,39.0,40.0,1605,1436.0,35.0,37.0,1492.0,1436.0
888,40.0,42.0,1630,1433.0,39.0,41.0,1438.0,1435.0
889,39.0,42.0,1518,1435.0,39.0,43.0,1499.0,1439.0
890,38.0,38.0,1474,1437.0,40.0,41.0,1591.0,1433.0
891,37.0,38.0,1479,1437.0,38.0,41.0,1481.0,1437.0
892,39.0,43.0,1500,1437.0,35.0,40.0,1481.0,1442.0
893,39.0,41.0,1493,1436.0,40.0,41.0,1478.0,1439.0
894,40.0,41.0,1593,1439.0,39.0,39.0,1480.0,1431.0
895,38.0,40.0,1459,1434.0,34.0,40.0,1507.0,1434.0
896,38.0,41.0,1548,1437.0,39.0,41.0,1438.0,1438.0
897,39.0,41.0,1546,1436.0,37.0,36.0,1492.0,1437.0
898,40.0,41.0,1512,1435.0,40.0,40.0,1516.0,1433.0
899,39.0,40.0,1528,1440.0,39.0,39.0,1530.0,1438.0
900,39.0,40.0,1562,1437.0,33.0,40.0,1505.0,1437.0
901,38.0,38.0,1490,1434.0,39.0,38.0,1439.0,1432.0
902,35.0,40.0,1540,1435.0,37.0,40.0,1478.0,1437.0
903,33.0,39.0,1586,1438.0,35.0,39.0,1480.0,1438.0
904,40.0,43.0,1593,1437.0,40.0,43.0,1469.0,1435.0
905,38.0,39.0,1563,1432.0,38.0,40.0,1457.0,1435.0
906,38.0,39.0,1520,1435.0,40.0,41.0,1547.0,1435.0
907,36.0,41.0,1566,1434.0,39.0,42.0,1532.0,1433.0
908,38.0,40.0,1571,1434.0,40.0,40.0,1533.0,1434.0
909,39.0,40.0,1539,1443.0,40.0,39.0,1535.0,1435.0
910,40.0,40.0,1593,1438.0,38.0,42.0,1488.0,1433.0
911,38.0,41.0,1588,1438.0,37.0,39.0,1529.0,1440.0
912,38.0,42.0,1559,1438.0,39.0,36.0,1491.0,1434.0
913,38.0,40.0,1546,1438.0,39.0,39.0,1479.0,1441.0
914,39.0,41.0,1650,1437.0,39.0,40.0,1471.0,1439.0
915,40.0,40.0,1590,1441.0,37.0,40.0,1524.0,1436.0
916,40.0,40.0,1497,1437.0,38.0,41.0,1534.0,1434.0
917,40.0,40.0,1553,1433.0,40.0,41.0,1454.0,1435.0
918,39.0,40.0,1540,1438.0,40.0,41.0,1522.0,1434.0
919,41.0,41.0,1599,1438.0,40.0,40.0,1509.0,1434.0
920,38.0,36.0,1523,1435.0,38.0,34.0,1479.0,1432.0
921,40.0,40.0,1624,1440.0,38.0,41.0,1511.0,1436.0
922,40.0,37.0,1500,1439.0,37.0,37.0,1560.0,1436.0
923,39.0,41.0,1524,1435.0,38.0,42.0,1518.0,1433.0
924,38.0,43.0,1545,1434.0,40.0,44.0,1546.0,1432.0
925,41.0,37.0,1499,1437.0,39.0,40.0,1478.0,1437.0
926,36.0,38.0,1543,1430.0,40.0,41.0,1444.0,1437.0
927,34.0,41.0,1454,1435.0,39.0,41.0,1503.0,1437.0
928,38.0,40.0,1489,1435.0,39.0,40.0,1512.0,1438.0
929,40.0,42.0,1532,1436.0,40.0,38.0,1535.0,1436.0
930,39.0,40.0,1563,1437.0,38.0,38.0,1550.0,1437.0
931,42.0,41.0,1541,1435.0,40.0,36.0,1489.0,1431.0
932,40.0,39.0,1617,1437.0,35.0,41.0,1545.0,1428.0
933,38.0,41.0,1496,1436.0,39.0,42.0,1511.0,1434.0
934,40.0,40.0,1593,1430.0,40.0,38.0,1489.0,1436.0
935,38.0,36.0,1611,1437.0,39.0,41.0,1496.0,1439.0
936,39.0,37.0,1578,1432.0,38.0,40.0,1509.0,1439.0
937,39.0,41.0,1600,1440.0,40.0,37.0,1530.0,1433.0
938,38.0,39.0,1521,1436.0,40.0,41.0,1472.0,1432.0
939,39.0,40.0,1561,1439.0,39.0,41.0,1458.0,1434.0
940,39.0,42.0,1493,1437.0,35.0,39.0,1458.0,1440.0
941,39.0,40.0,1579,1440.0,35.0,40.0,1524.0,1438.0
942,37.0,41.0,1512,1435.0,39.0,42.0,1501.0,1436.0
943,38.0,40.0,1488,1435.0,38.0,41.0,1489.0,1435.0
944,39.0,41.0,1514,1437.0,38.0,37.0,1475.0,1435.0
945,38.0,36.0,1545,1439.0,39.0,41.0,1483.0,1436.0
946,38.0,40.0,1531,1436.0,40.0,39.0,1478.0,1432.0
947,39.0,42.0,1511,1439.0,33.0,40.0,1513.0,1437.0
948,40.0,41.0,1551,1431.0,37.0,36.0,1439.0,1433.0
949,39.0,40.0,1521,1437.0,39.0,36.0,1492.0,1439.0
950,40.0,41.0,1482,1439.0,38.0,42.0,1615.0,1433.0
951,39.0,40.0,1492,1437.0,39.0,39.0,1528.0,1440.0
952,37.0,42.0,1525,1436.0,39.0,41.0,1439.0,1434.0
953,42.0,39.0,1572,1431.0,39.0,39.0,1538.0,1441.0
954,41.0,42.0,1537,1437.0,39.0,39.0,1491.0,1436.0
955,42.0,41.0,1520,1438.0,40.0,41.0,1469.0,1432.0
956,38.0,40.0,1568,1435.0,39.0,37.0,1475.0,1436.0
957,40.0,35.0,1445,1437.0,41.0,41.0,1541.0,1437.0
958,38.0,42.0,1538,1438.0,39.0,40.0,1531.0,1433.0
959,39.0,35.0,1532,1434.0,36.0,39.0,1534.0,1438.0
960,40.0,39.0,1543,1431.0,35.0,40.0,1535.0,1440.0
961,38.0,40.0,1495,1437.0,41.0,40.0,1476.0,1439.0
962,40.0,41.0,1612,1436.0,40.0,41.0,1496.0,1438.0
963,39.0,39.0,1494,1437.0,39.0,38.0,1535.0,1438.0
964,37.0,41.0,1550,1434.0,39.0,41.0,1470.0,1432.0
965,41.0,40.0,1547,1437.0,33.0,41.0,1465.0,1437.0
966,39.0,42.0,1613,1437.0,39.0,41.0,1505.0,1437.0
967,39.0,41.0,1523,1439.0,40.0,40.0,1533.0,1439.0
968,40.0,40.0,1508,1436.0,35.0,40.0,1551.0,1439.0
969,41.0,42.0,1562,1437.0,37.0,41.0,1536.0,1440.0
970,39.0,39.0,1481,1436.0,34.0,39.0,1550.0,1438.0
971,39.0,39.0,1559,1440.0,35.0,40.0,1494.0,1436.0
972,38.0,40.0,1614,1436.0,41.0,39.0,1476.0,1435.0
973,40.0,35.0,1598,1436.0,38.0,40.0,1458.0,1437.0
974,36.0,35.0,1565,1438.0,36.0,41.0,1511.0,1439.0
975,40.0,38.0,1556,1438.0,39.0,40.0,1528.0,1437.0
976,35.0,40.0,1559,1437.0,35.0,38.0,1537.0,1436.0
977,38.0,40.0,1611,1438.0,39.0,42.0,1507.0,1440.0
978,39.0,38.0,1496,1441.0,41.0,41.0,1475.0,1432.0
979,40.0,38.0,1470,1440.0,39.0,41.0,1533.0,1436.0
980,39.0,41.0,1483,1440.0,40.0,41.0,1507.0,1438.0
981,39.0,41.0,1494,1437.0,39.0,41.0,1480.0,1438.0
982,37.0,40.0,1643,1437.0,38.0,41.0,1518.0,1432.0
983,40.0,40.0,1548,1433.0,40.0,40.0,1491.0,1441.0
984,41.0,42.0,1551,1434.0,35.0,39.0,1529.0,1437.0
985,39.0,42.0,1531,1436.0,37.0,42.0,1531.0,1434.0
986,40.0,38.0,1549,1436.0,40.0,39.0,1487.0,1438.0
987,39.0,41.0,1543,1432.0,39.0,40.0,1510.0,1433.0
988,38.0,40.0,1590,1432.0,40.0,39.0,1559.0,1436.0
989,40.0,41.0,1539,1439.0,34.0,41.0,1485.0,1435.0
990,39.0,,1519,1437.0,39.0,44.0,1580.0,1430.0
991,41.0,,1521,1439.0,38.0,41.0,1471.0,1435.0
992,39.0,,1554,1434.0,39.0,42.0,1503.0,
993,39.0,,1624,1435.0,39.0,36.0,1532.0,
994,39.0,,1482,1441.0,38.0,,1533.0,
995,34.0,,1541,,39.0,,1450.0,
996,,,1529,,38.0,,1553.0,
997,,,1510,,39.0,,1454.0,
998,,,1629,,,,,
999,,,1571,,,,,
